chamber,date,time,evaporation,T_0.5,RH_0.5,CO2_0.5,NH3_0.5,T_1.5,RH_1.5,CO2_1.5,NH3_1.5
3,2023-09-17,10:55:00,19.04,25.21,34.44,984.88,10.23,24.6,27.71,1003.85,4.69
3,2023-09-17,11:00:00,18.56,25.33,34.96,984.98,11.26,25.94,28.14,999.8,5.2
3,2023-09-17,11:05:00,20.24,25.47,35.51,1005.4,12.12,25.17,28.74,999.5,5.37
3,2023-09-17,11:10:00,22.7,25.56,36.32,1015.05,12.45,24.6,28.63,989.41,5.13
3,2023-09-17,11:15:00,21.32,25.62,36.87,1035.6,12.26,25.37,28.56,997.74,5.17
3,2023-09-17,11:20:00,19.77,25.71,37.37,1045.36,11.34,25.74,28.22,978.32,5.47
3,2023-09-17,11:25:00,18.26,25.75,38.24,1063.59,10.9,25.95,27.85,958.49,5.92
3,2023-09-17,11:30:00,15.37,25.85,39.16,1064.75,10.3,26.67,27.71,954.23,6.12
3,2023-09-17,11:35:00,17.33,25.87,39.76,1065.44,10.12,26.87,27.11,963.64,6.14
3,2023-09-17,11:40:00,19.11,25.97,39.9,1075.5,10.78,27.4,27.03,969.23,6.07
3,2023-09-17,11:45:00,21.34,25.95,40.84,1075.07,11.5,26.39,26.72,975.27,5.42
3,2023-09-17,11:50:00,21.99,25.94,41.7,1075.5,12.11,26.41,26.21,987.5,4.87
3,2023-09-17,11:55:00,23.23,25.94,41.48,1064.19,12.45,25.4,25.58,998.3,4.44
3,2023-09-17,12:00:00,26.15,25.94,41.41,1046.13,12.35,24.82,25.5,1009.3,4.4
3,2023-09-17,12:05:00,28.15,25.88,40.92,1025.2,12.23,24.7,25.05,1023.17,4.21
3,2023-09-17,12:10:00,27.11,25.76,39.92,1003.62,11.08,24.6,24.99,1037.33,4.39
3,2023-09-17,12:15:00,26.06,25.65,39.61,998.16,10.65,25.94,24.6,1049.05,4.21
3,2023-09-17,12:20:00,26.6,25.56,38.83,987.83,10.12,26.81,24.01,1068.85,4.87
3,2023-09-17,12:25:00,26.82,25.68,38.75,975.58,11.22,27.4,23.95,1074.89,5.39
3,2023-09-17,12:30:00,29.78,25.72,38.12,958.14,11.59,26.09,23.67,1087.65,5.85
3,2023-09-17,12:35:00,28.2,25.81,37.29,957.07,12.45,25.42,24.3,1088.34,5.97
3,2023-09-17,12:40:00,27.87,25.88,37.21,938.74,12.12,25.29,24.79,1100.4,6.08
3,2023-09-17,12:45:00,26.86,26,37.13,924.23,11.61,24.82,24.84,1100.81,6.14
3,2023-09-17,12:50:00,24.8,25.88,36.64,905.52,10.45,24.6,24.41,1116,5.57
3,2023-09-17,12:55:00,22.61,25.78,36.6,903.45,10.12,25.81,24.06,1112.94,5.94
3,2023-09-17,13:00:00,22.19,25.66,36.11,897.16,10.96,26.39,23.64,1112.06,6.14
3,2023-09-17,13:05:00,23.31,25.65,36.08,884.35,12.02,27.11,23.27,1105.91,6.02
3,2023-09-17,13:10:00,23.48,25.59,35.17,880.67,12.45,27.26,22.83,1103.94,5.51
3,2023-09-17,13:15:00,25.51,25.59,35.08,871.17,11.37,27.4,22.51,1103.71,5.23
3,2023-09-17,13:20:00,22.65,25.69,34.98,862.71,11,26.89,22.1,1102.85,4.87
3,2023-09-17,13:25:00,20.06,25.77,34.87,850.83,11.19,25.4,21.53,1088.29,4.37
3,2023-09-17,13:30:00,19.67,25.89,34.98,846.29,11.77,24.83,21.52,1087.27,4.36
3,2023-09-17,13:35:00,22.6,26.02,35.36,836.8,10.97,24.6,21.07,1099.82,4.21
3,2023-09-17,13:40:00,25.44,26.08,35.83,816.69,11.7,24.9,21.47,1109.47,4.26
3,2023-09-17,13:45:00,28.01,26.21,36.14,795.83,11.78,25.93,22.12,1107.27,4.41
3,2023-09-17,13:50:00,30.04,26.35,36.41,784.14,11.93,27.4,22.54,1116,4.46
3,2023-09-17,13:55:00,28.95,26.42,36.52,780.55,12.3,26.5,22.85,1106.59,4.97
3,2023-09-17,14:00:00,25.98,26.54,36.79,761.72,12.45,25.18,23.4,1092.42,5.56
3,2023-09-17,14:05:00,23.92,26.6,37.21,752.37,11.72,25.09,24,1099.02,6.14
3,2023-09-17,14:10:00,21.86,26.73,37.21,758.4,11.16,24.6,24.09,1105.82,5.58
3,2023-09-17,14:15:00,20.16,26.84,37.41,760.12,11.16,25.49,23.49,1111.65,5.48
3,2023-09-17,14:20:00,17.61,26.9,37.82,768.49,10.12,25.24,22.99,1115.52,5.03
3,2023-09-17,14:25:00,17.5,26.77,38.82,788.33,11.24,24.8,22.91,1116,4.58
3,2023-09-17,14:30:00,16.66,26.75,39.83,805.89,11.67,24.6,22.31,1109.65,4.75
3,2023-09-17,14:35:00,15.11,26.71,40.31,825.42,12.38,24.63,21.88,1097.06,4.83
3,2023-09-17,14:40:00,16.39,26.59,41.29,827.1,12.45,25.41,22.3,1095.66,5.11
3,2023-09-17,14:45:00,18.22,26.56,41.7,839.29,11.89,26.17,22.38,1091.75,5.28
3,2023-09-17,14:50:00,20.17,26.49,41.54,854.46,10.82,27.39,22.66,1080.52,5.56
3,2023-09-17,14:55:00,20.37,26.48,41.32,862.74,10.12,27.4,23,1075.75,5.85
3,2023-09-17,15:00:00,22.11,26.49,41.4,874.12,10.79,26.43,23.43,1069,5.88
3,2023-09-17,15:05:00,23.2,26.49,41.7,895.27,11.92,25.47,23.15,1082.6,6.04
3,2023-09-17,15:10:00,24.48,26.52,41.05,916.83,12.45,24.61,22.69,1090.35,6.14
3,2023-09-17,15:15:00,27.45,26.66,40.29,919.27,11.7,24.6,22.51,1087.18,5.85
3,2023-09-17,15:20:00,30.02,26.61,39.56,937.83,11.25,24.61,22.34,1085.47,5.3
3,2023-09-17,15:25:00,31.68,26.53,40.26,927.37,12.37,24.93,21.9,1070.01,5.63
3,2023-09-17,15:30:00,34.73,26.62,41.1,931.18,12.45,25.71,21.7,1056.11,6.1
3,2023-09-17,15:35:00,36.2,26.71,41.7,944.2,11.49,26.55,21.67,1046.03,6.14
3,2023-09-17,15:40:00,37.23,26.83,41.51,948.08,10.83,26.67,21.17,1040.61,5.62
3,2023-09-17,15:45:00,40.02,26.89,41.42,949.25,11.18,26.92,20.74,1024.01,5.09
3,2023-09-17,15:50:00,43.2,26.9,40.71,936.71,11.45,27.4,20.52,1012.37,5.67
3,2023-09-17,15:55:00,42.58,26.81,40.4,952.27,12.18,26.51,19.91,999.12,6.12
3,2023-09-17,16:00:00,41.33,26.7,40.13,931.41,12.45,27.4,20.21,991.99,6.14
3,2023-09-17,16:05:00,39.33,26.65,39.27,928.27,12.39,26.4,20.74,979.89,5.55
3,2023-09-17,16:10:00,38.82,26.61,39.06,948.35,12.27,26.29,21.24,973.79,5.21
3,2023-09-17,16:15:00,36.64,26.52,38.69,958.13,12.35,25.67,21.73,968.88,4.7
3,2023-09-17,16:20:00,34.52,26.46,37.88,961.73,12.45,25.5,22.27,956.96,4.46
3,2023-09-17,16:25:00,34.42,26.34,37.34,973.41,12.05,24.81,22.42,942,4.21
3,2023-09-17,16:30:00,32.15,26.22,36.34,986.8,11.76,24.6,22.5,941.09,4.55
3,2023-09-17,16:35:00,29.97,26.11,36.47,989.23,11.48,26.09,22.51,928.78,4.82
3,2023-09-17,16:40:00,27.93,26.08,36.78,1003.84,11.12,27.03,22.68,912.75,4.89
3,2023-09-17,16:45:00,27.04,26.05,37.64,1013.91,10.54,27.4,23.25,908.76,5.31
3,2023-09-17,16:50:00,25.03,26.05,36.8,1008.01,10.13,27,23.45,901.93,5.59
3,2023-09-17,16:55:00,22.97,26.01,36.68,996.53,10.12,26.01,23.47,889.01,5.85
3,2023-09-17,17:00:00,22.53,25.99,36.18,980.99,11.21,25.45,23.15,882.13,6.14
3,2023-09-17,17:05:00,20.81,25.98,35.94,965.39,12.16,25.44,22.53,898.32,5.72
3,2023-09-17,17:10:00,19.02,25.92,35.09,984.1,12.45,25.09,22.43,909.69,5.32
3,2023-09-17,17:15:00,18.3,25.86,34.24,1001.81,12.16,24.87,21.78,896.52,5.28
3,2023-09-17,17:20:00,21.44,25.74,34.12,1005.81,11.71,24.6,21.42,889.8,5.14
3,2023-09-17,17:25:00,22.75,25.67,33.48,1023.93,11.42,24.77,21.25,873.52,4.82
3,2023-09-17,17:30:00,23.63,25.73,32.93,1036.2,11.24,25.44,21.09,865.76,4.73
3,2023-09-17,17:35:00,24.27,25.83,32.55,1023.13,10.33,25.83,20.88,852.18,4.72
3,2023-09-17,17:40:00,25.24,25.95,32.21,1010.81,10.12,27.03,20.67,835.28,4.52
3,2023-09-17,17:45:00,27.38,26.05,32.32,992.49,11.02,27.4,20.44,816.84,4.24
3,2023-09-17,17:50:00,27.71,26.07,33.04,975.81,11.89,25.9,20.27,808.17,4.21
3,2023-09-17,17:55:00,30.29,26.08,33.72,959.86,12.45,25.88,19.92,791.11,4.76
3,2023-09-17,18:00:00,30.49,26.11,34.6,949.05,12.09,24.6,19.56,806.13,4.76
3,2023-09-17,18:05:00,32.92,26.15,33.64,946.79,11.26,26.12,18.95,823.22,5.08
3,2023-09-17,18:10:00,35.19,26.17,33.23,943.26,10.39,26.43,18.75,823.46,5.11
3,2023-09-17,18:15:00,36.47,26.24,32.27,954.27,10.12,26.77,18.68,829,5.75
3,2023-09-17,18:20:00,37.99,26.34,32.04,959.24,11.24,27.4,18.65,837.26,6.14
3,2023-09-17,18:25:00,38.64,26.46,31.3,966.78,11.46,26.51,18.19,838.4,5.94
3,2023-09-17,18:30:00,39.03,26.47,30.46,987.62,11.97,25.51,18.07,843.06,5.51
3,2023-09-17,18:35:00,39.12,26.52,30.58,995.26,12.1,25.08,17.99,846.39,5.03
3,2023-09-17,18:40:00,40.64,26.4,31.15,1006.52,12.45,26.47,17.81,847.23,4.89
3,2023-09-17,18:45:00,41.61,26.33,31.87,1015.3,11.81,27.4,17.61,850.77,4.25
3,2023-09-17,18:50:00,43.56,26.46,32.85,1018.13,10.93,26.04,16.98,855.6,4.21
3,2023-09-17,18:55:00,44.41,26.54,33.24,1028.97,10.81,25.79,17.58,866.77,4.27
3,2023-09-17,19:00:00,47.08,26.63,32.25,1050.38,10.12,26.42,17.84,869.36,4.83
3,2023-09-17,19:05:00,49.9,26.76,32.83,1068.63,10.33,26.94,17.93,880.08,4.4
3,2023-09-17,19:10:00,46.65,26.82,33.81,1075.5,11.51,27.4,18.01,887.97,4.21
3,2023-09-17,19:15:00,45.36,26.82,34.31,1067.62,10.76,26.33,18.48,907.5,4.52
3,2023-09-17,19:20:00,42.09,26.85,34.4,1046.78,10.12,26.26,18.83,922.8,4.71
3,2023-09-17,19:25:00,40.44,26.9,35.35,1044.79,11.26,25.03,19.04,938.4,5.14
3,2023-09-17,19:30:00,38.02,26.81,34.71,1042.5,11.98,24.6,19.08,947.97,4.71
3,2023-09-17,19:35:00,37.96,26.85,34.6,1027.08,12.17,26.03,19.4,955.91,4.5
3,2023-09-17,19:40:00,35.62,26.9,34.01,1026.98,12.45,26.85,19.59,958.82,4.26
3,2023-09-17,19:45:00,34.86,26.8,33.76,1027.89,12.39,27.4,20.17,975.83,4.21
3,2023-09-17,19:50:00,37.78,26.76,32.99,1032.89,11.2,27.2,20.56,986.65,4.26
3,2023-09-17,19:55:00,37.93,26.71,32.97,1033.02,10.42,25.68,20.94,995.48,4.7
3,2023-09-17,20:00:00,38.01,26.64,33.58,1040.65,10.12,24.93,20.97,998.98,4.28
3,2023-09-17,20:05:00,38.38,26.62,33.64,1030.71,10.98,24.6,21.05,1009.19,4.21
3,2023-09-17,20:10:00,39.64,26.51,34.33,1025.73,11.61,25,20.98,1019.74,4.5
3,2023-09-17,20:15:00,40.31,26.41,34.59,1024.29,12.45,25.89,20.45,1026.75,4.91
3,2023-09-17,20:20:00,41.38,26.37,35.37,1007.55,11.56,26.67,20.02,1030.86,4.94
3,2023-09-17,20:25:00,44,26.3,36.15,996.69,11.49,27.4,20.05,1050.27,5.51
3,2023-09-17,20:30:00,44.82,26.17,36.22,980.14,11.22,27.1,20.37,1057.23,5.84
3,2023-09-17,20:35:00,45.75,26.03,36.94,961.74,10.67,26.49,20.39,1070.8,6.14
3,2023-09-17,20:40:00,45.2,25.91,37.49,960.91,10.54,26.04,20.67,1089.63,5.86
3,2023-09-17,20:45:00,42.88,25.78,37.87,959.09,10.12,24.65,20.1,1095.59,5.53
3,2023-09-17,20:50:00,41.66,25.66,37.92,964.36,10.65,24.6,20.02,1100.94,5.52
3,2023-09-17,20:55:00,41,25.56,38.35,985.5,11.1,24.8,19.52,1112.06,4.9
3,2023-09-17,21:00:00,39.73,25.47,37.35,986.47,11.45,25.19,18.98,1116,4.37
3,2023-09-17,21:05:00,37.53,25.4,36.9,1002.51,12.24,25.46,18.91,1099.49,4.21
3,2023-09-17,21:10:00,35.79,25.35,36.47,1022.44,12.45,25.66,18.51,1089.19,4.48
3,2023-09-17,21:15:00,35.03,25.22,36.27,1039.23,11.96,27.15,17.98,1096.43,4.27
3,2023-09-17,21:20:00,38.19,25.3,35.84,1048.3,10.8,27.4,17.49,1106.73,4.21
3,2023-09-17,21:25:00,40.51,25.4,35.07,1065.58,10.12,27.25,17.01,1111.85,4.79
3,2023-09-17,21:30:00,42.6,25.43,34.23,1075.5,10.32,26.78,17.01,1116,4.39
3,2023-09-17,21:35:00,39.98,25.43,33.76,1073.53,11.49,26.38,16.48,1111.38,4.21
3,2023-09-17,21:40:00,37.82,25.44,33.68,1075.5,11.87,25.47,16.57,1108.56,4.5
3,2023-09-17,21:45:00,38.96,25.55,33.27,1059.15,12.45,24.99,17.23,1116,4.98
3,2023-09-17,21:50:00,41.21,25.55,33.1,1043.39,11.68,24.6,17.7,1114.33,5.14
3,2023-09-17,21:55:00,44.52,25.55,32.73,1051.06,11.66,25.09,18.32,1101.41,5.62
3,2023-09-17,22:00:00,47.5,25.41,33.28,1072.65,10.82,26.59,18.75,1089.91,6.14
3,2023-09-17,22:05:00,48.03,25.31,34.32,1071.08,10.12,27.4,19.11,1088.38,5.89
3,2023-09-17,22:10:00,50.89,25.2,34.53,1054.93,10.21,26.93,19.61,1073.64,5.39
3,2023-09-17,22:15:00,53.28,25.11,35.06,1045.01,10.22,26.21,19.91,1068.28,4.81
3,2023-09-17,22:20:00,53.41,25.06,35.95,1032.3,11.41,25.67,20.5,1062.33,4.29
3,2023-09-17,22:25:00,55.3,25.03,36.1,1013.74,12.03,24.81,20.84,1051.54,4.21
3,2023-09-17,22:30:00,57.28,24.89,36.6,999.19,12.45,24.6,21.02,1037.44,4.24
3,2023-09-17,22:35:00,57.34,24.76,36.22,989.62,11.95,25.23,21.32,1038.53,4.74
3,2023-09-17,22:40:00,59.22,24.72,36.14,988.39,10.75,26.31,21.91,1047.24,5.3
3,2023-09-17,22:45:00,59.47,24.7,35.5,971.32,11.69,26.47,21.96,1065.49,5.61
3,2023-09-17,22:50:00,61.55,24.63,34.65,966.59,11.71,27.4,22.26,1073.58,5.75
3,2023-09-17,22:55:00,63.79,24.61,33.94,959.07,11.72,27.36,22.86,1076.18,5.75
3,2023-09-17,23:00:00,64.54,24.51,33.2,942.11,12.29,27.4,23.08,1087.86,6.14
3,2023-09-17,23:05:00,67.25,24.46,32.22,940.49,12.45,26.43,23.5,1104.05,5.96
3,2023-09-17,23:10:00,70.18,24.41,31.2,928.65,11.32,25.85,24.15,1116,5.56
3,2023-09-17,23:15:00,67.73,24.4,30.79,914.87,10.42,24.6,23.68,1112.31,5.9
3,2023-09-17,23:20:00,65.88,24.49,31.21,907.66,10.12,25.15,23.61,1098.87,5.91
3,2023-09-17,23:25:00,64.04,24.49,31.9,894.01,11.24,26.36,23,1105.64,5.94
3,2023-09-17,23:30:00,66.15,24.53,32.35,886.51,11.48,27.4,22.44,1110.9,6
3,2023-09-17,23:35:00,67.49,24.63,33.1,871.44,12.45,25.87,21.95,1116,6.14
3,2023-09-17,23:40:00,70.43,24.75,33.39,852.01,11.79,24.6,21.47,1104.51,6.09
3,2023-09-17,23:45:00,72.37,24.81,34.13,850.13,10.62,25.19,21.37,1096.71,5.77
3,2023-09-17,23:50:00,73.91,24.82,34.76,837.34,10.14,26.11,21.15,1095.72,5.69
3,2023-09-17,23:55:00,76.37,24.85,34.78,832.59,10.12,27.18,20.91,1090.94,5.58
3,2023-09-18,00:00:00,86.54,26.79,27.09,927.08,12.33,26.84,27.38,762.87,6.14
3,2023-09-18,00:05:00,86.53,26.9,27.39,938.3,12.45,27.24,27.43,765.3,6.14
3,2023-09-18,00:10:00,85.48,26.41,27.56,954.96,11.92,27.4,27.45,769.76,6.14
3,2023-09-18,00:15:00,86.53,24.74,27.98,974.55,11.38,27.36,27.51,773.66,5.28
3,2023-09-18,00:20:00,85.47,24.6,29.02,986.84,10.93,26.87,27.46,786.64,4.21
3,2023-09-18,00:25:00,85.3,24.4,29.14,1001.5,10.37,26.84,27.4,790.53,4.68
3,2023-09-18,00:30:00,86.62,25.37,28.24,1005.85,10.12,26.05,27.39,809.29,4.98
3,2023-09-18,00:35:00,88.45,26.69,28.22,1000.94,10.28,25.58,27.36,823.64,5.67
3,2023-09-18,00:40:00,90.38,26.9,27.12,1017.99,10.88,25.57,27.32,840.68,6.14
3,2023-09-18,00:45:00,90.56,26.23,26.94,1034.65,11.75,25.45,27.27,847.63,5.8
3,2023-09-18,00:50:00,90.74,25.02,26.74,1044.79,11.8,25.4,27.26,858.99,4.21
3,2023-09-18,00:55:00,92.12,24.4,26.08,1056.66,12.38,25.04,27.25,878.67,5.59
3,2023-09-18,01:00:00,93.05,24.64,25.64,1075.5,12.45,25.01,27.2,894.76,6.12
3,2023-09-18,01:05:00,94.42,25.84,24.88,1075.2,11.98,24.98,27.18,913.49,6.14
3,2023-09-18,01:10:00,95.81,26.9,24.4,1074.09,11.61,24.6,27.18,924.34,5.85
3,2023-09-18,01:15:00,97.83,26.8,23.86,1053.12,11.59,24.96,27.15,924.77,4.41
3,2023-09-18,01:20:00,99.07,26.59,23.69,1046.99,12.06,25.68,27.12,937.85,5.27
3,2023-09-18,01:25:00,99.28,26.55,24.55,1041.27,12.45,25.95,27.1,947.57,6.14
3,2023-09-18,01:30:00,99.92,25.28,25.69,1021.46,12.22,26.13,27.06,948.99,4.27
3,2023-09-18,01:35:00,100.37,24.69,26.47,1015.99,12.2,26.4,27.04,953.1,4.21
3,2023-09-18,01:40:00,101.64,24.4,26.63,1009.6,11.34,27,27.06,962.26,4.64
3,2023-09-18,01:45:00,99.68,25.11,26.75,988.72,10.62,27.4,27.1,982.39,5.54
3,2023-09-18,01:50:00,97.8,26.62,26.99,987.25,10.12,26.99,27.1,998.86,5.21
3,2023-09-18,01:55:00,96.7,26.77,27.14,980.82,10.94,26.58,27.05,1012.02,6.14
3,2023-09-18,02:00:00,96.52,26.9,28.22,978.28,11.25,26.22,27.1,1000.07,5.98
3,2023-09-18,02:05:00,96.43,26.6,28.27,974.86,11.61,25.57,27.13,995.87,5.51
3,2023-09-18,02:10:00,95.29,25.16,29.5,973.82,11.81,24.94,27.17,988.07,4.82
3,2023-09-18,02:15:00,93.92,25.02,29.55,988.18,11.77,24.61,27.14,986.53,4.21
3,2023-09-18,02:20:00,91.97,24.93,29.74,1008.59,11.53,24.6,27.11,975.2,5.87
3,2023-09-18,02:25:00,90.22,24.86,30.45,1022.11,11.15,25.01,27.14,972.66,6.14
3,2023-09-18,02:30:00,88.37,24.4,31.09,1012.81,10.56,25.45,27.14,956.52,4.96
3,2023-09-18,02:35:00,87.3,24.81,31.46,1003.44,10.12,25.45,27.14,972.56,4.21
3,2023-09-18,02:40:00,86.84,25.86,31.55,1012.15,10.64,25.86,27.13,988.78,5.88
3,2023-09-18,02:45:00,85.55,24.44,32.46,1019.88,11.14,26.52,27.12,985.04,4.23
3,2023-09-18,02:50:00,84.32,24.4,33.71,1021.93,11.25,26.94,27.1,966.39,4.21
3,2023-09-18,02:55:00,82.28,25.99,33.85,1027.38,11.81,27.19,27.04,953.22,4.3
3,2023-09-18,03:00:00,80.3,25.7,34.55,1039.83,12.45,27.22,27.03,948.28,5.66
3,2023-09-18,03:05:00,80.03,24.86,34.96,1056.32,11.75,27.37,27.01,947.31,6.14
3,2023-09-18,03:10:00,78.72,24.43,35.66,1065.49,10.98,27.4,26.95,939.68,5.59
3,2023-09-18,03:15:00,76.91,24.4,35.85,1075.5,10.52,27.37,26.92,920.66,4.65
3,2023-09-18,03:20:00,75.37,25.46,36.62,1067.17,10.15,26.95,26.89,911.29,4.43
3,2023-09-18,03:25:00,74.29,26.9,37.18,1066.64,10.12,26.44,26.88,898.04,4.21
3,2023-09-18,03:30:00,73.82,26.13,36.94,1075.5,10.5,26.21,26.86,883.91,5.96
3,2023-09-18,03:35:00,74.53,25.26,35.79,1063.24,11.33,26.06,26.86,875.97,6.14
3,2023-09-18,03:40:00,73.69,24.45,35.01,1053.92,10.74,25.47,26.82,871.69,4.67
3,2023-09-18,03:45:00,71.39,24.4,34.53,1060.39,10.12,25,26.81,852.17,4.21
3,2023-09-18,03:50:00,70.6,25.99,33.54,1075.36,10.15,24.94,26.77,837.91,4.67
3,2023-09-18,03:55:00,70.45,26,34.28,1075.5,10.31,24.6,26.74,823.46,5.63
3,2023-09-18,04:00:00,69.65,26.9,34.66,1057.28,10.45,25.18,26.72,806.29,6.14
3,2023-09-18,04:05:00,67.99,26.48,33.7,1046.74,10.49,24.88,26.69,805.17,4.59
3,2023-09-18,04:10:00,67.49,24.77,33.26,1038.02,11.08,24.6,26.67,796.82,4.21
3,2023-09-18,04:15:00,67.22,24.69,31.98,1032.62,10.78,25.03,26.62,790.23,5.88
3,2023-09-18,04:20:00,65.93,24.4,30.99,1027.4,10.16,25.33,26.61,805.18,6.14
3,2023-09-18,04:25:00,64.56,24.57,30.88,1022.05,10.12,25.9,26.57,824.21,4.35
3,2023-09-18,04:30:00,62.89,24.92,30.43,1000.87,10.65,26.24,26.62,832.48,4.21
3,2023-09-18,04:35:00,62.34,25.59,29.21,1015.25,10.76,25.56,26.65,842.48,5.82
3,2023-09-18,04:40:00,60.08,26.01,28.56,1029.3,11.23,24.83,26.6,842.51,6.14
3,2023-09-18,04:45:00,58.86,24.99,27.96,1030.7,11.26,24.6,26.55,859.21,5.51
3,2023-09-18,04:50:00,57.37,24.52,27.11,1051.59,11.77,25.25,26.51,869.37,4.21
3,2023-09-18,04:55:00,56.79,24.4,25.92,1062,12.45,25.69,26.49,858.55,6.03
3,2023-09-18,05:00:00,56.08,25.92,24.67,1075.5,11.92,26.41,26.44,851.28,6.14
3,2023-09-18,05:05:00,55.96,26.75,23.74,1070.28,11.11,26.72,26.41,844.43,5.06
3,2023-09-18,05:10:00,55.86,26.9,23.14,1053.25,10.43,26.37,26.43,829.2,4.98
3,2023-09-18,05:15:00,55.69,25.9,22.47,1045.49,10.12,25.61,26.47,817.1,4.92
3,2023-09-18,05:20:00,54.48,25.07,22.1,1040.97,10.4,25.32,26.48,812.46,5.09
3,2023-09-18,05:25:00,52.44,24.4,22.39,1028.25,10.52,25,26.5,792.55,5.53
3,2023-09-18,05:30:00,51.26,25.11,23.68,1016.8,10.81,24.6,26.52,791.96,4.21
3,2023-09-18,05:35:00,49.23,24.4,24.97,1009.3,10.88,24.71,26.56,773.35,5.63
3,2023-09-18,05:40:00,47.77,25.66,25.81,995.92,11.1,25.2,26.58,757.68,6.14
3,2023-09-18,05:45:00,45.77,26.9,25.89,978.41,11.2,25.97,26.58,751.9,4.89
3,2023-09-18,05:50:00,45.6,26.49,26.98,971.07,11.43,26.55,26.59,744.63,4.21
3,2023-09-18,05:55:00,44.39,25.26,28.08,963.32,11.9,27.02,26.61,734.29,4.46
3,2023-09-18,06:00:00,42.8,26,28.3,955.12,12.45,27.32,26.67,718.68,6.14
3,2023-09-18,06:05:00,40.91,26.9,28.5,941.26,12.03,27.38,26.61,701.37,5.46
3,2023-09-18,06:10:00,42.63,26.5,29.15,939.49,11.46,26.93,26.59,690.25,4.75
3,2023-09-18,06:15:00,44.24,26.38,29.2,954.95,11.26,26.83,26.56,681.03,4.32
3,2023-09-18,06:20:00,44.97,26.22,29.25,955.82,10.55,26.34,26.51,675.54,4.21
3,2023-09-18,06:25:00,45.77,25.79,30.2,962.82,10.38,26.1,26.49,658.75,4.48
3,2023-09-18,06:30:00,47.57,24.48,31.44,965.85,10.12,25.67,26.43,643.8,5.94
3,2023-09-18,06:35:00,46.66,24.4,30.71,966.49,10.25,25.49,26.4,638.67,6.14
3,2023-09-18,06:40:00,48.45,25.22,30.51,945.22,10.29,24.85,26.38,631.91,5.43
3,2023-09-18,06:45:00,50.28,25.49,29.53,923.8,10.71,24.85,26.32,620.52,5.15
3,2023-09-18,06:50:00,51.8,26.41,28.32,915.1,11.18,24.6,26.29,611.5,6.14
3,2023-09-18,06:55:00,52.28,26.75,27.76,900.23,11.89,24.91,26.24,596.44,5.47
3,2023-09-18,07:00:00,51.72,26.9,27.66,881.57,11.22,24.99,26.22,579.18,4.21
3,2023-09-18,07:05:00,49.54,25.77,26.94,861.82,11.17,25.25,26.22,558.72,4.93
3,2023-09-18,07:10:00,48.25,25.2,25.77,857.6,10.44,25.7,26.25,545.4,5.15
3,2023-09-18,07:15:00,46.77,24.4,25.48,847.77,10.12,26.15,26.28,559.72,6.14
3,2023-09-18,07:20:00,45.37,24.6,25.45,836.37,10.2,26.81,26.34,576.34,6.08
3,2023-09-18,07:25:00,44.53,25.73,25.66,817.93,10.9,27.4,26.38,585.16,6.04
3,2023-09-18,07:30:00,44.15,26.7,25.88,822.76,11.61,26.92,26.41,597.47,4.86
3,2023-09-18,07:35:00,43.85,26.9,26.44,839.45,11.88,26.71,26.44,576.74,4.21
3,2023-09-18,07:40:00,43.23,26.48,27.4,847.81,12.32,26.23,26.47,596.39,4.75
3,2023-09-18,07:45:00,42.68,25.37,27.77,857.18,12.45,25.94,26.52,605.52,6.14
3,2023-09-18,07:50:00,42.59,24.4,28.04,873.37,12.04,25.79,26.56,611.59,4.52
3,2023-09-18,07:55:00,40.26,25.35,28.31,886.61,12,25.41,26.57,630.95,4.4
3,2023-09-18,08:00:00,39.38,25.41,29.14,907.51,11.22,25.11,26.62,640.3,4.21
3,2023-09-18,08:05:00,38.04,26.34,30.07,920.95,11.78,24.6,26.64,658.09,5.1
3,2023-09-18,08:10:00,37,26.9,30.12,921.74,12,25.22,26.67,673.85,6.14
3,2023-09-18,08:15:00,36.27,25.25,30.59,941.23,12.45,25.52,26.7,659.68,5.15
3,2023-09-18,08:20:00,35.5,24.4,31.68,941.88,12.03,25.81,26.71,643.23,4.21
3,2023-09-18,08:25:00,33.92,26.13,32.58,922.31,12.45,26.53,26.74,627.95,6.1
3,2023-09-18,08:30:00,35.07,26.9,33.32,900.8,12.35,26.85,26.8,616.44,6.14
3,2023-09-18,08:35:00,36.38,26.68,34.29,899.24,12.36,27.15,26.82,603.43,5.26
3,2023-09-18,08:40:00,37.81,26.33,35.5,886.63,12.45,27.4,26.86,586.92,6.14
3,2023-09-18,08:45:00,39.69,24.95,36.52,875.07,11.58,27.38,26.88,585.2,5.91
3,2023-09-18,08:50:00,39.52,24.4,36,863.91,12.05,27.21,26.91,577.51,4.21
3,2023-09-18,08:55:00,37.3,25.01,35.84,858.85,12.45,26.5,26.94,570.23,4.86
3,2023-09-18,09:00:00,35.01,26.2,35.3,846.76,11.9,26.27,26.94,555.28,6.14
3,2023-09-18,09:05:00,34.92,26.34,36.16,827.48,11.61,26.59,26.96,552.68,4.69
3,2023-09-18,09:10:00,33.47,26.9,35.16,812.48,10.85,27.28,26.98,572.05,4.29
3,2023-09-18,09:15:00,31.63,26.77,35.15,832.52,10.42,26.5,27.03,561.21,4.21
3,2023-09-18,09:20:00,29.38,26.6,34.86,838.35,10.12,26.4,27.08,556.64,6.1
